,Unnamed: 0,num_cands,num_voters,generation,decision_rule,vm,mean,est_std_error,variance,num_trials,max_std_error,initial_trials,step_trials,min_num_trials,pref_voting_version
200,2,4,20,1,max,Instant Runoff,0.0184609326055954,0.0004220559528943,0.0087553279566363,49152,0.0005,4096,4096,4095,1.13.20
201,3,4,20,1,max,Instant Runoff PUT,0.0163404450488446,0.0003497298200321,0.0060117053569649,49152,0.0005,4096,4096,4095,1.13.20
202,4,4,20,1,max,Minimax,0.0089238522185087,0.000220948338093,0.0023994617805824,49152,0.0005,4096,4096,4095,1.13.20
203,5,4,20,1,max,Stable Voting,0.0184864753530325,0.0004046025356764,0.0080461765669088,49152,0.0005,4096,4096,4095,1.13.20
204,6,4,20,1,max,Split Cycle,0.0091640415852761,0.0002252074862321,0.0024928606610852,49152,0.0005,4096,4096,4095,1.13.20
205,7,4,20,1,max,Strict Nanson,0.0118786088462109,0.0003098519898628,0.0047189017720747,49152,0.0005,4096,4096,4095,1.13.20
206,8,4,20,1,max,Blacks,0.0265091599361484,0.0004427238854871,0.0096338141705151,49152,0.0005,4096,4096,4095,1.13.20
207,0,4,5,1,max,Plurality,0.0349752000326201,0.0003349171221813,0.0101077038978605,90112,0.0005,4096,4096,4095,1.13.20
208,1,4,5,1,max,Borda,0.0695623654638875,0.000479240729827,0.0206959444974241,90112,0.0005,4096,4096,4095,1.13.20
209,2,4,5,1,max,Instant Runoff,0.0368855106853007,0.0004957623059953,0.0221475053734306,90112,0.0005,4096,4096,4095,1.13.20
210,3,4,5,1,max,Instant Runoff PUT,0.028133484536207,0.0003733695873482,0.0125619103263032,90112,0.0005,4096,4096,4095,1.13.20
211,4,4,5,1,max,Minimax,0.0176629195044195,0.0002117690379113,0.0040411292075334,90112,0.0005,4096,4096,4095,1.13.20
212,5,4,5,1,max,Stable Voting,0.0331593718353235,0.0003792219436855,0.0129587982619025,90112,0.0005,4096,4096,4095,1.13.20
213,6,4,5,1,max,Split Cycle,0.0172184339894256,0.000206967803124,0.0038599651972406,90112,0.0005,4096,4096,4095,1.13.20
214,7,4,5,1,max,Strict Nanson,0.0271939787940917,0.0003685113152234,0.0122371269157212,90112,0.0005,4096,4096,4095,1.13.20
215,8,4,5,1,max,Blacks,0.0358798348486587,0.0004051631675293,0.0147923687573621,90112,0.0005,4096,4096,4095,1.13.20
