,vm,model_size,labeling,est_std_error,generation,average_mean_profitability,num_cands,num_voters,model_size_tuple
233,Strict Nanson,"(8,)",optimize,0.0004115844340087,1,-0.0011385486,3,10,"(0, 0)"
74,Instant Runoff,"(64,)",optimize,0.0004567950475637,1,0.0016683061,3,10,"(0, 0)"
155,Plurality,"(8,)",optimize,0.0004704027323378,1,0.008135349,3,10,"(0, 0)"
159,Split Cycle,"(128,)",optimize,0.0004458234478559,1,-0.0014433892,3,10,"(0, 0)"
70,Instant Runoff,"(512,)",optimize,0.0004976774878707,1,0.014084324,3,10,"(0, 0)"
68,Instant Runoff,"(4,)",optimize,0.0004710475544076,1,-0.002471446,3,10,"(0, 0)"
66,Instant Runoff,"(32,)",optimize,0.0004628068389883,1,0.0046681785,3,10,"(0, 0)"
162,Split Cycle,"(16,)",optimize,0.0004242158130977,1,-0.0037024587,3,10,"(0, 0)"
166,Split Cycle,"(256,)",optimize,0.0004474159450734,1,-0.0016029051,3,10,"(0, 0)"
152,Plurality,"(64,)",optimize,0.0004720253506031,1,0.018957462,3,10,"(0, 0)"
62,Instant Runoff,"(256,)",optimize,0.0004833520549253,1,0.016350098,3,10,"(0, 0)"
58,Instant Runoff,"(16,)",optimize,0.0004389121221348,1,-0.0004980152,3,10,"(0, 0)"
110,Minimax,"(16,)",optimize,0.0004242158130977,1,-0.0037024587,3,10,"(0, 0)"
172,Split Cycle,"(4,)",optimize,0.000442301715167,1,-0.0051240036,3,10,"(0, 0)"
174,Split Cycle,"(512,)",optimize,0.0004915353195688,1,-0.013037984,3,10,"(0, 0)"
178,Split Cycle,"(64,)",optimize,0.0004000221944945,1,-0.0013046048,3,10,"(0, 0)"
51,Borda,"(8,)",optimize,0.0004858507637548,1,0.011575113,3,10,"(0, 0)"
48,Borda,"(64,)",optimize,0.0004847660802664,1,0.012134731,3,10,"(0, 0)"
181,Split Cycle,"(8,)",optimize,0.0004230356133259,1,-0.0012334494,3,10,"(0, 0)"
170,Split Cycle,"(32,)",optimize,0.0004901807706095,1,-0.002404327,3,10,"(0, 0)"
185,Stable Voting,"(128,)",optimize,0.0004965103312226,1,0.008231502,3,10,"(0, 0)"
77,Instant Runoff,"(8,)",optimize,0.0004435793696888,1,-0.002306618,3,10,"(0, 0)"
146,Plurality,"(4,)",optimize,0.0004556641070412,1,0.00660416,3,10,"(0, 0)"
107,Minimax,"(128,)",optimize,0.0004458234478559,1,-0.0014433892,3,10,"(0, 0)"
