,vm,model_size,labeling,est_std_error,generation,average_mean_profitability,num_cands,num_voters,model_size_tuple
119,Minimax,"(8,)",optimize,0.0004907614427753056,1,-0.015485371,6,10,"(0, 0)"
142,Plurality,"(512,)",optimize,0.0004935748524616246,1,0.055893965,6,10,"(0, 0)"
138,Plurality,"(4,)",optimize,0.00049096152851428,1,-0.013499806,6,10,"(0, 0)"
136,Plurality,"(32,)",optimize,0.0004800111758709955,1,0.030965067,6,10,"(0, 0)"
132,Plurality,"(256,)",optimize,0.00048823772222540457,1,0.053188343,6,10,"(0, 0)"
128,Plurality,"(16,)",optimize,0.0004912458495310829,1,0.030220985,6,10,"(0, 0)"
125,Plurality,"(128,)",optimize,0.00048137299920902226,1,0.031846374,6,10,"(0, 0)"
121,Plurality,"(1024,)",optimize,0.0004857270155216164,1,0.05120183,6,10,"(0, 0)"
116,Minimax,"(64,)",optimize,0.0004875395932927193,1,-0.012603408,6,10,"(0, 0)"
112,Minimax,"(512,)",optimize,0.000489450752817468,1,-0.009189618,6,10,"(0, 0)"
108,Minimax,"(4,)",optimize,0.0004958036332011889,1,-0.03415352,6,10,"(0, 0)"
106,Minimax,"(32,)",optimize,0.000472879183935446,1,-0.011161499,6,10,"(0, 0)"
146,Plurality,"(64,)",optimize,0.0004996022045528194,1,0.031008795,6,10,"(0, 0)"
102,Minimax,"(256,)",optimize,0.00048620546604505424,1,-0.008315654,6,10,"(0, 0)"
95,Minimax,"(128,)",optimize,0.0004965260760782293,1,-0.010455237,6,10,"(0, 0)"
91,Minimax,"(1024,)",optimize,0.0004986337477226871,1,-0.012879919,6,10,"(0, 0)"
89,Instant Runoff PUT,"(8,)",optimize,0.000477313861544147,1,-0.010955692,6,10,"(0, 0)"
86,Instant Runoff PUT,"(64,)",optimize,0.00047992904356902077,1,-0.008317121,6,10,"(0, 0)"
82,Instant Runoff PUT,"(512,)",optimize,0.0004798201508994674,1,-0.00841446,6,10,"(0, 0)"
78,Instant Runoff PUT,"(4,)",optimize,0.0004960597907764238,1,-0.0285798,6,10,"(0, 0)"
76,Instant Runoff PUT,"(32,)",optimize,0.00047732116723769755,1,-0.010524465,6,10,"(0, 0)"
72,Instant Runoff PUT,"(256,)",optimize,0.0004923695289259384,1,-0.008290354,6,10,"(0, 0)"
68,Instant Runoff PUT,"(16,)",optimize,0.0004798424862068407,1,-0.0101858005,6,10,"(0, 0)"
65,Instant Runoff PUT,"(128,)",optimize,0.00048033866094309883,1,-0.009072059,6,10,"(0, 0)"
61,Instant Runoff PUT,"(1024,)",optimize,0.00048823904633404273,1,-0.010320811,6,10,"(0, 0)"
98,Minimax,"(16,)",optimize,0.0004982104503044102,1,-0.01349326,6,10,"(0, 0)"
59,Instant Runoff,"(8,)",optimize,0.0004847114175444097,1,-0.010179604,6,10,"(0, 0)"
149,Plurality,"(8,)",optimize,0.0004947884514561287,1,0.030289615,6,10,"(0, 0)"
155,Split Cycle,"(128,)",optimize,0.000487515493846316,1,-0.01111464,6,10,"(0, 0)"
236,Strict Nanson,"(64,)",optimize,0.000497012138315569,1,-0.008990091,6,10,"(0, 0)"
232,Strict Nanson,"(512,)",optimize,0.0004908713652358533,1,-0.009877458,6,10,"(0, 0)"
228,Strict Nanson,"(4,)",optimize,0.0004955139649751975,1,-0.03548618,6,10,"(0, 0)"
226,Strict Nanson,"(32,)",optimize,0.0004754762525956284,1,-0.009942232,6,10,"(0, 0)"
222,Strict Nanson,"(256,)",optimize,0.0004780353524849858,1,-0.011063468,6,10,"(0, 0)"
218,Strict Nanson,"(16,)",optimize,0.0004941980023319332,1,-0.012879149,6,10,"(0, 0)"
215,Strict Nanson,"(128,)",optimize,0.0004992560910580271,1,-0.008445057,6,10,"(0, 0)"
211,Strict Nanson,"(1024,)",optimize,0.0004878260801778118,1,-0.012100152,6,10,"(0, 0)"
