,vm,model_size,labeling,est_std_error,generation,average_mean_profitability,num_cands,num_voters,model_size_tuple
103,Minimax,"(8,)",optimize,0.0004977196712669385,1,-0.016331013,6,10,"(0, 0)"
122,Plurality,"(512,)",optimize,0.00048710556840783875,1,0.050331503,6,10,"(0, 0)"
120,Plurality,"(4,)",optimize,0.0004951070760615381,1,-0.0062186974,6,10,"(0, 0)"
118,Plurality,"(32,)",optimize,0.0004883052408658758,1,0.029789414,6,10,"(0, 0)"
114,Plurality,"(256,)",optimize,0.0004880067510087762,1,0.053085767,6,10,"(0, 0)"
110,Plurality,"(16,)",optimize,0.000489247589019036,1,0.030269403,6,10,"(0, 0)"
107,Plurality,"(128,)",optimize,0.0004901331551285026,1,0.052888576,6,10,"(0, 0)"
100,Minimax,"(64,)",optimize,0.0004822317149329361,1,-0.011238713,6,10,"(0, 0)"
96,Minimax,"(512,)",optimize,0.0004856526983310416,1,-0.010795995,6,10,"(0, 0)"
94,Minimax,"(4,)",optimize,0.0004971153692137139,1,-0.03153645,6,10,"(0, 0)"
126,Plurality,"(64,)",optimize,0.0004894533011671527,1,0.030151656,6,10,"(0, 0)"
92,Minimax,"(32,)",optimize,0.00048031692372057366,1,-0.008839992,6,10,"(0, 0)"
84,Minimax,"(16,)",optimize,0.0004955830751251545,1,-0.013924901,6,10,"(0, 0)"
81,Minimax,"(128,)",optimize,0.0004953266996124357,1,-0.010047379,6,10,"(0, 0)"
77,Instant Runoff PUT,"(8,)",optimize,0.0004609194609837329,1,-0.011404134,6,10,"(0, 0)"
74,Instant Runoff PUT,"(64,)",optimize,0.00047890632579074586,1,-0.009411904,6,10,"(0, 0)"
70,Instant Runoff PUT,"(512,)",optimize,0.0004746073012552799,1,-0.009027715,6,10,"(0, 0)"
68,Instant Runoff PUT,"(4,)",optimize,0.0004962238274013966,1,-0.035417665,6,10,"(0, 0)"
66,Instant Runoff PUT,"(32,)",optimize,0.000485070539348199,1,-0.008729325,6,10,"(0, 0)"
62,Instant Runoff PUT,"(256,)",optimize,0.0004734443625588308,1,-0.009085967,6,10,"(0, 0)"
58,Instant Runoff PUT,"(16,)",optimize,0.0004734815057327065,1,-0.010326225,6,10,"(0, 0)"
88,Minimax,"(256,)",optimize,0.0004926354224994399,1,-0.008860422,6,10,"(0, 0)"
129,Plurality,"(8,)",optimize,0.00048544856099150453,1,0.028153524,6,10,"(0, 0)"
133,Split Cycle,"(128,)",optimize,0.0004806694284024662,1,-0.010542224,6,10,"(0, 0)"
136,Split Cycle,"(16,)",optimize,0.0004992996069971111,1,-0.011880131,6,10,"(0, 0)"
204,Strict Nanson,"(64,)",optimize,0.0004830036193610599,1,-0.009524771,6,10,"(0, 0)"
200,Strict Nanson,"(512,)",optimize,0.0004722880116567334,1,-0.010463418,6,10,"(0, 0)"
198,Strict Nanson,"(4,)",optimize,0.000496512433593248,1,-0.030862518,6,10,"(0, 0)"
196,Strict Nanson,"(32,)",optimize,0.00047230848146401656,1,-0.011370952,6,10,"(0, 0)"
192,Strict Nanson,"(256,)",optimize,0.0004947653381848933,1,-0.010111969,6,10,"(0, 0)"
188,Strict Nanson,"(16,)",optimize,0.0004926021209410606,1,-0.012251292,6,10,"(0, 0)"
185,Strict Nanson,"(128,)",optimize,0.000472278169068989,1,-0.009624435,6,10,"(0, 0)"
181,Stable Voting,"(8,)",optimize,0.0004919451731087572,1,-0.025586091,6,10,"(0, 0)"
