,num_cands,num_voters,generation,decision_rule,vm,mean,est_std_error,variance,num_trials,max_std_error,initial_trials,step_trials,min_num_trials,pref_voting_version
0,5,20,1,max,Plurality,0.045833093638241826,0.0003890909623874679,0.011781762262374212,77824,0.0005,4096,4096,4095,0.4.42
1,5,20,1,max,Borda,0.056420777055209204,0.000494025988267623,0.01899361189569269,77824,0.0005,4096,4096,4095,0.4.42
2,5,20,1,max,Instant Runoff,0.03971996463170025,0.000472364862737319,0.01736453420106186,77824,0.0005,4096,4096,4095,0.4.42
3,5,20,1,max,Instant Runoff PUT,0.03746312746942526,0.0003881328966078526,0.011723812798736787,77824,0.0005,4096,4096,4095,0.4.42
4,5,20,1,max,Minimax,0.0214644107139751,0.0002631883431394108,0.005390651654826813,77824,0.0005,4096,4096,4095,0.4.42
5,5,20,1,max,Stable Voting,0.03540188172086822,0.0004530546449655605,0.015973833126835365,77824,0.0005,4096,4096,4095,0.4.42
6,5,20,1,max,Split Cycle,0.0234366704387225,0.00027440595975015313,0.005859965340577294,77824,0.0005,4096,4096,4095,0.4.42
7,5,20,1,max,Strict Nanson,0.03078668401796571,0.00038683764035007473,0.011645695204627358,77824,0.0005,4096,4096,4095,0.4.42
8,5,21,1,max,Plurality,0.04542491354611941,0.00033194425909396675,0.011734363622033901,106496,0.0005,4096,4096,4095,0.4.42
9,5,21,1,max,Borda,0.053992035662751535,0.00041345756668483154,0.01820501774551507,106496,0.0005,4096,4096,4095,0.4.42
10,5,21,1,max,Instant Runoff,0.048960503498923565,0.0004946744514950994,0.026059626066385788,106496,0.0005,4096,4096,4095,0.4.42
11,5,21,1,max,Instant Runoff PUT,0.04137034852856753,0.00036166146808717345,0.013929441368552765,106496,0.0005,4096,4096,4095,0.4.42
12,5,21,1,max,Minimax,0.02065872496656967,0.0002191459217270883,0.005114415453848962,106496,0.0005,4096,4096,4095,0.4.42
13,5,21,1,max,Stable Voting,0.028857211379830296,0.00035432702281490473,0.013370195825621599,106496,0.0005,4096,4096,4095,0.4.42
14,5,21,1,max,Split Cycle,0.02068060026599942,0.00021742848731504387,0.005034566790000043,106496,0.0005,4096,4096,4095,0.4.42
15,5,21,1,max,Strict Nanson,0.03292849525092662,0.000404656747480545,0.017438245634066915,106496,0.0005,4096,4096,4095,0.4.42
