,vm,model_size,labeling,est_std_error,generation,average_mean_profitability,num_cands,num_voters,model_size_tuple
119,Minimax,"(8,)",optimize,0.0004894593556898166,1,-0.010397473,6,11,"(0, 0)"
142,Plurality,"(512,)",optimize,0.00048541074952947714,1,0.009467632,6,11,"(0, 0)"
138,Plurality,"(4,)",optimize,0.0004935333457338034,1,-0.020320926,6,11,"(0, 0)"
136,Plurality,"(32,)",optimize,0.0004979045542839387,1,0.01373735,6,11,"(0, 0)"
132,Plurality,"(256,)",optimize,0.0004833243270613303,1,0.012718816,6,11,"(0, 0)"
128,Plurality,"(16,)",optimize,0.00048089074654248174,1,0.013159552,6,11,"(0, 0)"
125,Plurality,"(128,)",optimize,0.0004842167730679575,1,0.012000402,6,11,"(0, 0)"
121,Plurality,"(1024,)",optimize,0.0004985575374685477,1,0.009290257,6,11,"(0, 0)"
116,Minimax,"(64,)",optimize,0.0004964544819724137,1,-0.0043161144,6,11,"(0, 0)"
112,Minimax,"(512,)",optimize,0.00047762668185450947,1,-0.0014089186,6,11,"(0, 0)"
108,Minimax,"(4,)",optimize,0.0004924967644507857,1,-0.03191088,6,11,"(0, 0)"
106,Minimax,"(32,)",optimize,0.00047466149443601435,1,-0.008656156,6,11,"(0, 0)"
146,Plurality,"(64,)",optimize,0.0004963528404832453,1,0.009724206,6,11,"(0, 0)"
102,Minimax,"(256,)",optimize,0.0004853947932655492,1,0.0020299184,6,11,"(0, 0)"
95,Minimax,"(128,)",optimize,0.000491246481240038,1,-0.00020396756,6,11,"(0, 0)"
91,Minimax,"(1024,)",optimize,0.0004952763697689678,1,0.00073771103,6,11,"(0, 0)"
89,Instant Runoff PUT,"(8,)",optimize,0.0004892224592792332,1,0.0035082276,6,11,"(0, 0)"
86,Instant Runoff PUT,"(64,)",optimize,0.0004997136350051254,1,0.00054258545,6,11,"(0, 0)"
82,Instant Runoff PUT,"(512,)",optimize,0.0004891777512210805,1,0.006158248,6,11,"(0, 0)"
78,Instant Runoff PUT,"(4,)",optimize,0.0004945703620128802,1,-0.019759916,6,11,"(0, 0)"
76,Instant Runoff PUT,"(32,)",optimize,0.0004870747159327661,1,0.002047316,6,11,"(0, 0)"
72,Instant Runoff PUT,"(256,)",optimize,0.000488384208163428,1,0.0062671294,6,11,"(0, 0)"
68,Instant Runoff PUT,"(16,)",optimize,0.000487369816086016,1,0.0044196644,6,11,"(0, 0)"
65,Instant Runoff PUT,"(128,)",optimize,0.0004945411508554506,1,0.0022815682,6,11,"(0, 0)"
61,Instant Runoff PUT,"(1024,)",optimize,0.0004967267779100865,1,0.0050238045,6,11,"(0, 0)"
98,Minimax,"(16,)",optimize,0.00047138852034853037,1,-0.006553066,6,11,"(0, 0)"
59,Instant Runoff,"(8,)",optimize,0.000493947964581666,1,0.0062381146,6,11,"(0, 0)"
149,Plurality,"(8,)",optimize,0.0004823050166506605,1,0.01303363,6,11,"(0, 0)"
155,Split Cycle,"(128,)",optimize,0.00048350484139303613,1,0.0014755399,6,11,"(0, 0)"
236,Strict Nanson,"(64,)",optimize,0.0004922461617698555,1,0.007946458,6,11,"(0, 0)"
232,Strict Nanson,"(512,)",optimize,0.0004992408567298908,1,0.011265134,6,11,"(0, 0)"
228,Strict Nanson,"(4,)",optimize,0.0004921827301420739,1,-0.03071797,6,11,"(0, 0)"
226,Strict Nanson,"(32,)",optimize,0.0004960339504537538,1,0.011473879,6,11,"(0, 0)"
222,Strict Nanson,"(256,)",optimize,0.0004907741445003214,1,0.011406751,6,11,"(0, 0)"
218,Strict Nanson,"(16,)",optimize,0.0004971611807835633,1,0.0068804934,6,11,"(0, 0)"
215,Strict Nanson,"(128,)",optimize,0.0004935262081404154,1,0.009657851,6,11,"(0, 0)"
211,Strict Nanson,"(1024,)",optimize,0.0004936713416343989,1,0.008342128,6,11,"(0, 0)"
209,Stable Voting,"(8,)",optimize,0.0004988293804955311,1,-0.011053075,6,11,"(0, 0)"
206,Stable Voting,"(64,)",optimize,0.0004973354198961245,1,0.010300384,6,11,"(0, 0)"
202,Stable Voting,"(512,)",optimize,0.0004979191692111155,1,0.01201389,6,11,"(0, 0)"
151,Split Cycle,"(1024,)",optimize,0.0004840230785557301,1,-0.0009040902,6,11,"(0, 0)"
198,Stable Voting,"(4,)",optimize,0.000497854457518121,1,-0.03520508,6,11,"(0, 0)"
192,Stable Voting,"(256,)",optimize,0.0004903138521441197,1,0.011022046,6,11,"(0, 0)"
188,Stable Voting,"(16,)",optimize,0.0004941485066739128,1,-0.0026546752,6,11,"(0, 0)"
185,Stable Voting,"(128,)",optimize,0.0004934983987570817,1,0.011656827,6,11,"(0, 0)"
181,Stable Voting,"(1024,)",optimize,0.0004920200993788095,1,0.005389137,6,11,"(0, 0)"
179,Split Cycle,"(8,)",optimize,0.000494264782708808,1,-0.011380429,6,11,"(0, 0)"
176,Split Cycle,"(64,)",optimize,0.0004799545531340222,1,-0.0062528737,6,11,"(0, 0)"
172,Split Cycle,"(512,)",optimize,0.0004893200694020375,1,-0.0024591598,6,11,"(0, 0)"
168,Split Cycle,"(4,)",optimize,0.0004976684703080951,1,-0.035783894,6,11,"(0, 0)"
166,Split Cycle,"(32,)",optimize,0.0004941979210959445,1,-0.005725592,6,11,"(0, 0)"
162,Split Cycle,"(256,)",optimize,0.0004804449050092909,1,-0.006542489,6,11,"(0, 0)"
158,Split Cycle,"(16,)",optimize,0.0004907050445346493,1,-0.006964781,6,11,"(0, 0)"
196,Stable Voting,"(32,)",optimize,0.0004902014357505668,1,0.002596702,6,11,"(0, 0)"
56,Instant Runoff,"(64,)",optimize,0.0004951210519380518,1,0.0015254145,6,11,"(0, 0)"
239,Strict Nanson,"(8,)",optimize,0.0004916199567913059,1,0.00051531603,6,11,"(0, 0)"
48,Instant Runoff,"(4,)",optimize,0.0004987142949109615,1,-0.016452199,6,11,"(0, 0)"
26,Borda,"(64,)",optimize,0.0004939491867824214,1,0.034416877,6,11,"(0, 0)"
38,Instant Runoff,"(16,)",optimize,0.0004947118996856904,1,0.0014672112,6,11,"(0, 0)"
8,Borda,"(16,)",optimize,0.0004942559726404819,1,0.03350114,6,11,"(0, 0)"
22,Borda,"(512,)",optimize,0.0004934336185487587,1,0.033243205,6,11,"(0, 0)"
16,Borda,"(32,)",optimize,0.0004944171979320201,1,0.03805659,6,11,"(0, 0)"
46,Instant Runoff,"(32,)",optimize,0.0004935133335170807,1,0.0018340242,6,11,"(0, 0)"
18,Borda,"(4,)",optimize,0.0004962065274094551,1,-0.04869437,6,11,"(0, 0)"
29,Borda,"(8,)",optimize,0.0004957569587190078,1,0.005861486,6,11,"(0, 0)"
5,Borda,"(128,)",optimize,0.0004915267760037305,1,0.04092893,6,11,"(0, 0)"
31,Instant Runoff,"(1024,)",optimize,0.0004931983531423063,1,0.0005884246,6,11,"(0, 0)"
52,Instant Runoff,"(512,)",optimize,0.0004925575212717813,1,0.008332893,6,11,"(0, 0)"
1,Borda,"(1024,)",optimize,0.000491751953552096,1,0.032989495,6,11,"(0, 0)"
35,Instant Runoff,"(128,)",optimize,0.000491843848877256,1,0.00819646,6,11,"(0, 0)"
42,Instant Runoff,"(256,)",optimize,0.0004917821782201632,1,-0.00013516015,6,11,"(0, 0)"
12,Borda,"(256,)",optimize,0.0004963887428965356,1,0.03998301,6,11,"(0, 0)"
137,Plurality,"(4, 4)",optimize,0.0004897010364822034,1,-0.016207255,6,11,"(2, 8)"
17,Borda,"(4, 4)",optimize,0.000495080887008796,1,-0.046058625,6,11,"(2, 8)"
107,Minimax,"(4, 4)",optimize,0.0004984508727333335,1,-0.03263776,6,11,"(2, 8)"
197,Stable Voting,"(4, 4)",optimize,0.0004946093834632239,1,-0.0322636,6,11,"(2, 8)"
167,Split Cycle,"(4, 4)",optimize,0.0004914337800732618,1,-0.0298786,6,11,"(2, 8)"
77,Instant Runoff PUT,"(4, 4)",optimize,0.0004993623847708205,1,-0.024807783,6,11,"(2, 8)"
47,Instant Runoff,"(4, 4)",optimize,0.0004962644413923289,1,-0.014563028,6,11,"(2, 8)"
227,Strict Nanson,"(4, 4)",optimize,0.000499205447137872,1,-0.02695699,6,11,"(2, 8)"
87,Instant Runoff PUT,"(8, 8)",optimize,0.00048773528327497156,1,0.0016970036,6,11,"(2, 16)"
177,Split Cycle,"(8, 8)",optimize,0.0004957341453922272,1,-0.012855966,6,11,"(2, 16)"
147,Plurality,"(8, 8)",optimize,0.00048258175729192404,1,0.012409196,6,11,"(2, 16)"
