,vm,model_size,num_cands,num_voters,probmodel,mean_profitability,est_std_error,variance,num_trials,learning_rate,labeling,batch_size,num_iterations,generation,agent_infos,manip_weight
0,Strict Nanson,"(4,)",3,10,uniform,-0.005824448,0.0004729801714169137,0.003665045,16384,0.006,optimize,512,2000,1,"('plurality_scores',)",1
1,Strict Nanson,"(8,)",3,10,uniform,-0.0013206424,0.0004394118539667205,0.001581541,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
2,Strict Nanson,"(16,)",3,10,uniform,-0.0016001966,0.0004357294387187724,0.0015551444,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
3,Strict Nanson,"(32,)",3,10,uniform,-0.0015773687,0.00044615455200091794,0.0016304504,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
4,Strict Nanson,"(64,)",3,10,uniform,-0.0018836253,0.0004850584104924379,0.0019271921,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
5,Strict Nanson,"(128,)",3,10,uniform,-0.0016291984,0.0004906332253064185,0.0019717454,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
6,Strict Nanson,"(256,)",3,10,uniform,-0.0016477995,0.0004689796975662679,0.0018015446,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
7,Strict Nanson,"(512,)",3,10,uniform,-0.00021886686,0.0004098679588894915,0.0013760204,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
8,Strict Nanson,"(1024,)",3,10,uniform,-0.0049571255,0.00045752061714950907,0.004286769,20480,0.006,optimize,512,2000,1,"('plurality_scores',)",1
9,Strict Nanson,"(4, 4)",3,10,uniform,-0.0013014895,0.0004081514036383454,0.0013645188,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
10,Strict Nanson,"(8, 8)",3,10,uniform,-0.0013037282,0.0004813978178249528,0.0009489911,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
11,Strict Nanson,"(16, 8)",3,10,uniform,-0.00057686376,0.00038329863274553025,0.00060162856,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
12,Strict Nanson,"(16, 16)",3,10,uniform,-0.001492287,0.0004093598656575224,0.0013726109,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
13,Strict Nanson,"(32, 32)",3,10,uniform,-0.0017724575,0.000413299230949252,0.0013991559,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
14,Strict Nanson,"(64, 32)",3,10,uniform,-0.0005010718,0.0004974860588571895,0.0010134813,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
15,Strict Nanson,"(64, 64)",3,10,uniform,-0.0019773715,0.0004297064508174162,0.0015124488,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
16,Strict Nanson,"(128, 128)",3,10,uniform,-0.0021126324,0.00042364819504481325,0.0022052436,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
17,Strict Nanson,"(256, 128)",3,10,uniform,-0.0020188324,0.00040699242745698334,0.0020352534,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
18,Strict Nanson,"(256, 256)",3,10,uniform,-0.0008540033,0.00043886796678308437,0.0015776283,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
19,Strict Nanson,"(512, 512)",3,10,uniform,-0.001984882,0.0004757313895359425,0.0027807981,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
20,Strict Nanson,"(1024, 1024)",3,10,uniform,-0.12657732,0.0004983644328112215,0.046796087,188416,0.006,optimize,512,2000,1,"('plurality_scores',)",1
21,Strict Nanson,"(8, 8, 8)",3,10,uniform,-0.00032443745,0.0004810772377213949,0.0009477276,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
22,Strict Nanson,"(32, 16, 8)",3,10,uniform,-0.00042482864,0.00040828819467000356,0.0006826334,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
23,Strict Nanson,"(32, 32, 32)",3,10,uniform,-0.0021438415,0.0004554373356050967,0.0016990032,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
24,Strict Nanson,"(64, 64, 64)",3,10,uniform,-0.0014311392,0.00046228771900611374,0.0017504981,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
25,Strict Nanson,"(128, 64, 32)",3,10,uniform,-0.0021612877,0.00043026003623045496,0.0015163482,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
26,Strict Nanson,"(128, 128, 128)",3,10,uniform,-0.0014380506,0.0004303526483535514,0.0022755943,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
27,Strict Nanson,"(256, 256, 256)",3,10,uniform,-0.0024832273,0.0004917173004644641,0.0029708233,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
28,Strict Nanson,"(512, 256, 128)",3,10,uniform,-0.0010497896,0.00040086748964880285,0.0019744562,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
29,Strict Nanson,"(512, 512, 512)",3,10,uniform,-0.12586933,0.0004977029756698159,0.04667195,188416,0.006,optimize,512,2000,1,"('plurality_scores',)",1
30,Stable Voting,"(4,)",3,10,uniform,0.005417417,0.0004887749114956329,0.009785143,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
31,Stable Voting,"(8,)",3,10,uniform,0.007059279,0.0004894861164124787,0.009813639,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
32,Stable Voting,"(16,)",3,10,uniform,0.007869098,0.00047727634685792053,0.009330162,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
33,Stable Voting,"(32,)",3,10,uniform,0.006698145,0.0004927001765898016,0.0099429395,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
34,Stable Voting,"(64,)",3,10,uniform,0.0076287477,0.000477977583649989,0.009357599,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
35,Stable Voting,"(128,)",3,10,uniform,0.0078092837,0.0004970880598554301,0.009108719,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
36,Stable Voting,"(256,)",3,10,uniform,0.0077558723,0.0004979026005290264,0.009138595,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
37,Stable Voting,"(512,)",3,10,uniform,0.0078044096,0.0004980534045915807,0.009144132,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
38,Stable Voting,"(1024,)",3,10,uniform,0.008923214,0.00048791788914291423,0.008775748,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
39,Stable Voting,"(4, 4)",3,10,uniform,-0.0050350176,0.0004999533079293511,0.015356882,61440,0.006,optimize,512,2000,1,"('plurality_scores',)",1
40,Stable Voting,"(8, 8)",3,10,uniform,0.00793554,0.0004896706379543397,0.008838912,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
41,Stable Voting,"(16, 8)",3,10,uniform,0.0073436326,0.0004777826355555005,0.009349966,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
42,Stable Voting,"(16, 16)",3,10,uniform,0.00748443,0.0004774547766927053,0.009337139,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
43,Stable Voting,"(32, 32)",3,10,uniform,0.008032705,0.0004978164900467357,0.009135435,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
44,Stable Voting,"(64, 32)",3,10,uniform,0.0080297375,0.0004924072347402426,0.008937983,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
45,Stable Voting,"(64, 64)",3,10,uniform,0.00770759,0.00048788079357055074,0.009749375,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
46,Stable Voting,"(128, 128)",3,10,uniform,0.0057533695,0.0004822429693921367,0.010477914,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
47,Stable Voting,"(256, 128)",3,10,uniform,0.008422717,0.0004915654289444558,0.0089074485,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
48,Stable Voting,"(256, 256)",3,10,uniform,0.008653153,0.00049195499224131,0.008921573,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
49,Stable Voting,"(512, 512)",3,10,uniform,0.008673675,0.0004903976757150278,0.008865179,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
50,Stable Voting,"(1024, 1024)",3,10,uniform,-0.06456597,0.0004979568530775952,0.046719577,188416,0.006,optimize,512,2000,1,"('plurality_scores',)",1
51,Stable Voting,"(8, 8, 8)",3,10,uniform,0.007069815,0.00047684011800934223,0.009313114,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
52,Stable Voting,"(32, 16, 8)",3,10,uniform,0.008592905,0.0004926558903047968,0.008947012,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
53,Stable Voting,"(32, 32, 32)",3,10,uniform,0.008143342,0.0004944636521160352,0.009012793,36864,0.006,optimize,512,2000,1,"('plurality_scores',)",1
54,Stable Voting,"(64, 64, 64)",3,10,uniform,0.008627588,0.0004788625194372098,0.00939228,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
55,Stable Voting,"(128, 64, 32)",3,10,uniform,0.00848203,0.0004930193546910846,0.009955825,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
56,Stable Voting,"(128, 128, 128)",3,10,uniform,0.005871448,0.0004818890178545375,0.010462538,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
57,Stable Voting,"(256, 256, 256)",3,10,uniform,0.0069856793,0.0004940533080664924,0.009997628,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
58,Stable Voting,"(512, 256, 128)",3,10,uniform,0.0079922555,0.000479579548663735,0.009420428,40960,0.006,optimize,512,2000,1,"('plurality_scores',)",1
59,Stable Voting,"(512, 512, 512)",3,10,uniform,-0.1342042,0.0004991368879623362,0.08469857,339968,0.006,optimize,512,2000,1,"('plurality_scores',)",1
60,Instant Runoff,"(4,)",3,10,uniform,-0.0020591535,0.00048058944620952453,0.0047299573,20480,0.006,optimize,512,2000,1,"('plurality_scores',)",1
61,Instant Runoff,"(8,)",3,10,uniform,-0.006185676,0.00046538482515225246,0.0035482799,16384,0.006,optimize,512,2000,1,"('plurality_scores',)",1
62,Instant Runoff,"(16,)",3,10,uniform,-0.0014319641,0.00045602599002130445,0.0034070038,16384,0.006,optimize,512,2000,1,"('plurality_scores',)",1
63,Instant Runoff,"(32,)",3,10,uniform,-0.002157615,0.00048194649404134215,0.0047567068,20480,0.006,optimize,512,2000,1,"('plurality_scores',)",1
64,Instant Runoff,"(64,)",3,10,uniform,0.002302066,0.00048721088492641325,0.0048611914,20480,0.006,optimize,512,2000,1,"('plurality_scores',)",1
65,Instant Runoff,"(128,)",3,10,uniform,0.016813096,0.0004972924129064174,0.01114209,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
66,Instant Runoff,"(256,)",3,10,uniform,0.019273778,0.0004903288572780727,0.011817001,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
67,Instant Runoff,"(512,)",3,10,uniform,0.016145766,0.0004889007217226316,0.012727306,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
68,Instant Runoff,"(1024,)",3,10,uniform,-0.02567075,0.0004953789008505029,0.02814422,114688,0.006,optimize,512,2000,1,"('plurality_scores',)",1
69,Instant Runoff,"(4, 4)",3,10,uniform,-0.002310055,0.00042918548089770865,0.0030177515,16384,0.006,optimize,512,2000,1,"('plurality_scores',)",1
70,Instant Runoff,"(8, 8)",3,10,uniform,0.00048010936,0.0004663689139474685,0.002672422,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
71,Instant Runoff,"(16, 8)",3,10,uniform,0.00058453024,0.0004470184869412984,0.0024552562,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
72,Instant Runoff,"(16, 16)",3,10,uniform,0.0005957325,0.00046324427422098416,0.004394696,20480,0.006,optimize,512,2000,1,"('plurality_scores',)",1
73,Instant Runoff,"(32, 32)",3,10,uniform,0.014646172,0.000482093468264614,0.010471418,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
74,Instant Runoff,"(64, 32)",3,10,uniform,0.020950856,0.0004865223351071623,0.0126037765,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
75,Instant Runoff,"(64, 64)",3,10,uniform,0.020210972,0.0004965946336798986,0.013131042,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
76,Instant Runoff,"(128, 128)",3,10,uniform,0.022064384,0.000497301522050601,0.013168452,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
77,Instant Runoff,"(256, 128)",3,10,uniform,0.022461504,0.0004984013542833877,0.014244226,57344,0.006,optimize,512,2000,1,"('plurality_scores',)",1
78,Instant Runoff,"(256, 256)",3,10,uniform,0.021192024,0.0004971076608854082,0.012146,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
79,Instant Runoff,"(512, 512)",3,10,uniform,0.024738204,0.0004968461245413848,0.013144345,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
80,Instant Runoff,"(1024, 1024)",3,10,uniform,-0.121065125,0.0004979553087110488,0.0710947,286720,0.006,optimize,512,2000,1,"('plurality_scores',)",1
81,Instant Runoff,"(8, 8, 8)",3,10,uniform,0.0011948042,0.0004599273056863601,0.006064866,28672,0.006,optimize,512,2000,1,"('plurality_scores',)",1
82,Instant Runoff,"(32, 16, 8)",3,10,uniform,0.014748301,0.000486793900164748,0.010676607,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
83,Instant Runoff,"(32, 32, 32)",3,10,uniform,0.024517052,0.0004969636570859646,0.013150564,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
84,Instant Runoff,"(64, 64, 64)",3,10,uniform,0.024256453,0.0004860638482779732,0.013547746,57344,0.006,optimize,512,2000,1,"('plurality_scores',)",1
85,Instant Runoff,"(128, 64, 32)",3,10,uniform,0.02298315,0.0004972902022581558,0.013167853,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
86,Instant Runoff,"(128, 128, 128)",3,10,uniform,0.023366602,0.0004825777394596253,0.0133541105,57344,0.006,optimize,512,2000,1,"('plurality_scores',)",1
87,Instant Runoff,"(256, 256, 256)",3,10,uniform,0.022765098,0.00048588122164949777,0.013537568,57344,0.006,optimize,512,2000,1,"('plurality_scores',)",1
88,Instant Runoff,"(512, 256, 128)",3,10,uniform,0.024183989,0.0004983369029155947,0.0142405415,57344,0.006,optimize,512,2000,1,"('plurality_scores',)",1
89,Instant Runoff,"(512, 512, 512)",3,10,uniform,-0.122099414,0.0004992523567561637,0.071465544,286720,0.006,optimize,512,2000,1,"('plurality_scores',)",1
90,Instant Runoff PUT,"(4,)",3,10,uniform,-0.0063445284,0.0004450621431244695,0.0032451497,16384,0.006,optimize,512,2000,1,"('plurality_scores',)",1
91,Instant Runoff PUT,"(8,)",3,10,uniform,-0.0010530934,0.0003556014992776577,0.0005178227,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
92,Instant Runoff PUT,"(16,)",3,10,uniform,-0.00060972373,0.00016382518336246758,0.00010990444,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
93,Instant Runoff PUT,"(32,)",3,10,uniform,-0.002964743,0.0003903921166272398,0.0012483576,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
94,Instant Runoff PUT,"(64,)",3,10,uniform,-0.00078341155,0.0004623214596963124,0.00087526994,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
95,Instant Runoff PUT,"(128,)",3,10,uniform,-0.0022042966,0.0004082569524490701,0.0013652246,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
96,Instant Runoff PUT,"(256,)",3,10,uniform,-0.0030981072,0.00048787781370999685,0.0029246102,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
97,Instant Runoff PUT,"(512,)",3,10,uniform,-0.007843393,0.0004970601878164111,0.0030357346,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
98,Instant Runoff PUT,"(1024,)",3,10,uniform,-0.0064724735,0.0004668574300072553,0.0026780237,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
99,Instant Runoff PUT,"(4, 4)",3,10,uniform,-0.0012429765,0.00029955157513592327,0.00036744904,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
100,Instant Runoff PUT,"(8, 8)",3,10,uniform,-0.0018385107,0.00047256901447033145,0.00091450143,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
101,Instant Runoff PUT,"(16, 8)",3,10,uniform,-0.00036699112,0.0003578008271534666,0.00052424776,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
102,Instant Runoff PUT,"(16, 16)",3,10,uniform,-0.0024684332,0.0004982602232078821,0.001016638,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
103,Instant Runoff PUT,"(32, 32)",3,10,uniform,-0.0009516125,0.0003866763732749617,0.001224707,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
104,Instant Runoff PUT,"(64, 32)",3,10,uniform,-0.0018253763,0.00045693788745945004,0.0025654302,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
105,Instant Runoff PUT,"(64, 64)",3,10,uniform,-0.0009901968,0.00038454348929698704,0.0012112334,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
106,Instant Runoff PUT,"(128, 128)",3,10,uniform,-0.0025627653,0.0004331447395953532,0.0023052178,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
107,Instant Runoff PUT,"(256, 128)",3,10,uniform,-0.001626613,0.00045632750705814414,0.0025585808,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
108,Instant Runoff PUT,"(256, 256)",3,10,uniform,-0.0031356935,0.00044031969397265993,0.0023822212,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
109,Instant Runoff PUT,"(512, 512)",3,10,uniform,-0.00401889,0.00046000219775258703,0.0052001197,24576,0.006,optimize,512,2000,1,"('plurality_scores',)",1
110,Instant Runoff PUT,"(1024, 1024)",3,10,uniform,-0.121661626,0.000499705204342151,0.039888673,159744,0.006,optimize,512,2000,1,"('plurality_scores',)",1
111,Instant Runoff PUT,"(8, 8, 8)",3,10,uniform,-0.0016233828,0.000374360174736132,0.000573896,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
112,Instant Runoff PUT,"(32, 16, 8)",3,10,uniform,-0.0009516096,0.000439532603610724,0.0007911086,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
113,Instant Runoff PUT,"(32, 32, 32)",3,10,uniform,-0.00070470886,0.00035294933713719145,0.0010203794,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
114,Instant Runoff PUT,"(64, 64, 64)",3,10,uniform,-0.0031142563,0.0004868386077631575,0.0029121644,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
115,Instant Runoff PUT,"(128, 64, 32)",3,10,uniform,-0.002582199,0.0004953488555011359,0.0030148672,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
116,Instant Runoff PUT,"(128, 128, 128)",3,10,uniform,-0.0028681017,0.000462834788905018,0.0026320724,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
117,Instant Runoff PUT,"(256, 256, 256)",3,10,uniform,-0.002858007,0.00045876217341066054,0.0025859557,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
118,Instant Runoff PUT,"(512, 256, 128)",3,10,uniform,-0.0027022043,0.00045657105970499335,0.0017074724,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
119,Instant Runoff PUT,"(512, 512, 512)",3,10,uniform,-0.0031255065,0.00043453607636476083,0.0030934643,16384,0.006,optimize,512,2000,1,"('plurality_scores',)",1
120,Borda,"(4,)",3,10,uniform,0.008936422,0.0004937526761598449,0.011982606,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
121,Borda,"(8,)",3,10,uniform,0.011729023,0.00048816321406572067,0.011712846,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
122,Borda,"(16,)",3,10,uniform,0.010612595,0.0004971064919664589,0.012145943,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
123,Borda,"(32,)",3,10,uniform,0.011220597,0.00049408760954703,0.011998869,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
124,Borda,"(64,)",3,10,uniform,0.0121308295,0.00048557256192842776,0.0115888575,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
125,Borda,"(128,)",3,10,uniform,0.0124331955,0.0004972613351763793,0.011140698,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
126,Borda,"(256,)",3,10,uniform,0.011123055,0.0004846248186131299,0.012505655,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
127,Borda,"(512,)",3,10,uniform,0.012165836,0.0004888155735509923,0.011744172,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
128,Borda,"(1024,)",3,10,uniform,0.0026350948,0.0004907194068600675,0.014794852,61440,0.006,optimize,512,2000,1,"('plurality_scores',)",1
129,Borda,"(4, 4)",3,10,uniform,0.00981635,0.0004940294933044485,0.011996046,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
130,Borda,"(8, 8)",3,10,uniform,0.011964909,0.0004839864697658465,0.011513273,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
131,Borda,"(16, 8)",3,10,uniform,0.010817901,0.0004953503398060266,0.012060277,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
132,Borda,"(16, 16)",3,10,uniform,0.012099117,0.0004905158249140691,0.010840493,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
133,Borda,"(32, 32)",3,10,uniform,0.012780834,0.0004864000844850631,0.010659339,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
134,Borda,"(64, 32)",3,10,uniform,0.010819544,0.0004848917299294331,0.012519434,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
135,Borda,"(64, 64)",3,10,uniform,0.012127214,0.0004844325248790401,0.011534505,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
136,Borda,"(128, 128)",3,10,uniform,0.012655026,0.0004946855467444263,0.01102558,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
137,Borda,"(256, 128)",3,10,uniform,0.009732066,0.0004948158273526482,0.01303714,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
138,Borda,"(256, 256)",3,10,uniform,0.012439237,0.00048295250338398487,0.011464133,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
139,Borda,"(512, 512)",3,10,uniform,0.012260977,0.0004857245952928589,0.011596116,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
140,Borda,"(1024, 1024)",3,10,uniform,-0.13493785,0.0004975912800275824,0.083160676,335872,0.006,optimize,512,2000,1,"('plurality_scores',)",1
141,Borda,"(8, 8, 8)",3,10,uniform,0.012209692,0.0004969970808853064,0.01112886,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
142,Borda,"(32, 16, 8)",3,10,uniform,0.012421192,0.00048735891993620113,0.011674282,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
143,Borda,"(32, 32, 32)",3,10,uniform,0.012466824,0.0004950704182702215,0.011042743,45056,0.006,optimize,512,2000,1,"('plurality_scores',)",1
144,Borda,"(64, 64, 64)",3,10,uniform,0.012323538,0.0004891560142579133,0.012740602,53248,0.006,optimize,512,2000,1,"('plurality_scores',)",1
145,Borda,"(128, 64, 32)",3,10,uniform,0.011286718,0.0004942798327980837,0.012008206,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
146,Borda,"(128, 128, 128)",3,10,uniform,0.011392228,0.0004898084091687362,0.011791929,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
147,Borda,"(256, 256, 256)",3,10,uniform,0.012255408,0.0004931693508521701,0.01195431,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
148,Borda,"(512, 256, 128)",3,10,uniform,0.011101217,0.0004965878306387918,0.012120611,49152,0.006,optimize,512,2000,1,"('plurality_scores',)",1
149,Borda,"(512, 512, 512)",3,10,uniform,-0.13493785,0.0004975912800275824,0.083160676,335872,0.006,optimize,512,2000,1,"('plurality_scores',)",1
150,Minimax,"(4,)",3,10,uniform,-0.0055563394,0.0004751144152206138,0.0036981953,16384,0.006,optimize,512,2000,1,"('plurality_scores',)",1
151,Minimax,"(8,)",3,10,uniform,-0.0014046046,0.0004309298115881596,0.0015210728,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
152,Minimax,"(16,)",3,10,uniform,-0.0017829107,0.0004562732450465473,0.0017052456,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
153,Minimax,"(32,)",3,10,uniform,-0.0014255113,0.0004763800006387054,0.0018588484,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
154,Minimax,"(64,)",3,10,uniform,-0.0004249224,0.0004057238040929275,0.00067408534,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
155,Minimax,"(128,)",3,10,uniform,-0.001844637,0.0004885903308049566,0.0019553597,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
156,Minimax,"(256,)",3,10,uniform,-0.0018302465,0.00045734601160128473,0.0017132736,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
157,Minimax,"(512,)",3,10,uniform,-0.0029939867,0.00046306908119751224,0.0026347379,12288,0.006,optimize,512,2000,1,"('plurality_scores',)",1
158,Minimax,"(1024,)",3,10,uniform,-0.008792126,0.0004761637907496452,0.0055719377,24576,0.006,optimize,512,2000,1,"('plurality_scores',)",1
159,Minimax,"(4, 4)",3,10,uniform,-0.0024381517,0.0004948193839887277,0.0020055354,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
160,Minimax,"(8, 8)",3,10,uniform,-0.0011163999,0.00039524313917466944,0.0012795746,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
161,Minimax,"(16, 8)",3,10,uniform,-0.0008834552,0.00041938403514903247,0.00072024076,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
162,Minimax,"(16, 16)",3,10,uniform,-0.0006700155,0.00044477873620047043,0.00081010617,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
163,Minimax,"(32, 32)",3,10,uniform,-0.0016701143,0.0004642282095598528,0.00088250457,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
164,Minimax,"(64, 32)",3,10,uniform,-0.0004577136,0.0003354999329224964,0.00046093404,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
165,Minimax,"(64, 64)",3,10,uniform,-0.00078324595,0.0004396308727833259,0.0007914624,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
166,Minimax,"(128, 128)",3,10,uniform,-0.0015224293,0.0004305027735769932,0.0015180596,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
167,Minimax,"(256, 128)",3,10,uniform,-0.0015922321,0.0004330617537479914,0.0015361605,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
168,Minimax,"(256, 256)",3,10,uniform,-0.0019290159,0.0004546873728674528,0.0016934123,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
169,Minimax,"(512, 512)",3,10,uniform,-0.0008241376,0.0004952682323995499,0.0020091755,8192,0.006,optimize,512,2000,1,"('plurality_scores',)",1
170,Minimax,"(1024, 1024)",3,10,uniform,-0.12688759,0.0004993612707483526,0.045962095,184320,0.006,optimize,512,2000,1,"('plurality_scores',)",1
171,Minimax,"(8, 8, 8)",3,10,uniform,-0.00053702726,0.00046421404793533865,0.0008824507,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
172,Minimax,"(32, 16, 8)",3,10,uniform,-0.0010765556,0.00038749922824033806,0.0006148874,4096,0.006,optimize,512,2000,1,"('plurality_scores',)",1
