,vm,model_size,num_cands,num_voters,probmodel,mean_profitability,est_std_error,variance,num_trials,learning_rate,labeling,batch_size,num_iterations,generation,agent_infos,manip_weight
414,Instant Runoff,"(8, 8, 8)",3,10,uniform,0.00094150926,0.0004768560810617045,0.006519548,28672,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
415,Instant Runoff,"(32, 16, 8)",3,10,uniform,0.022552077,0.0004930751806164468,0.0129455775,53248,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
416,Instant Runoff,"(32, 32, 32)",3,10,uniform,0.022008143,0.0004940746215562922,0.011998237,49152,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
417,Instant Runoff,"(64, 64, 64)",3,10,uniform,0.02319357,0.0004898152263711348,0.013757673,57344,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
418,Instant Runoff,"(128, 64, 32)",3,10,uniform,0.02360602,0.00048479793461958824,0.0134772705,57344,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
419,Instant Runoff,"(128, 128, 128)",3,10,uniform,0.025577795,0.0004980243729872057,0.013206761,53248,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
420,Instant Runoff,"(256, 256, 256)",3,10,uniform,0.023294013,0.00049256293169952,0.012918694,53248,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
421,Instant Runoff,"(512, 256, 128)",3,10,uniform,0.023371246,0.00048344660815953294,0.013402241,57344,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
422,Stable Voting,"(4,)",3,10,uniform,-0.0010489096,0.0004897126913128793,0.013751914,57344,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
423,Stable Voting,"(8,)",3,10,uniform,0.0073079346,0.000490734657539416,0.009863767,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
424,Stable Voting,"(16,)",3,10,uniform,0.0076823994,0.0004759886839544169,0.009279885,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
425,Stable Voting,"(32,)",3,10,uniform,0.0077031082,0.0004999776715566292,0.0092149265,36864,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
426,Stable Voting,"(64,)",3,10,uniform,0.007867312,0.00047979276135519757,0.009428807,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
427,Stable Voting,"(128,)",3,10,uniform,0.0064508147,0.0004977973223821062,0.010149729,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
428,Stable Voting,"(256,)",3,10,uniform,0.008152222,0.0004801326060298007,0.009442168,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
429,Stable Voting,"(512,)",3,10,uniform,0.00851554,0.0004923226719062929,0.008934913,36864,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
430,Stable Voting,"(4, 4)",3,10,uniform,0.00093330216,0.0004924024915784701,0.008937811,36864,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
431,Stable Voting,"(8, 8)",3,10,uniform,0.006408288,0.0004974956344121943,0.01013743,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
432,Stable Voting,"(16, 8)",3,10,uniform,0.0070547415,0.00048537580521256136,0.009649517,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
433,Stable Voting,"(16, 16)",3,10,uniform,0.0067585567,0.0004992632432197677,0.010209596,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
434,Stable Voting,"(32, 32)",3,10,uniform,0.0080401525,0.00047867887620303045,0.009385077,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
435,Stable Voting,"(64, 32)",3,10,uniform,0.0075736865,0.00048771507359285295,0.009742754,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
436,Stable Voting,"(64, 64)",3,10,uniform,0.0074484395,0.0004904506934454332,0.009852355,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
437,Stable Voting,"(128, 128)",3,10,uniform,0.0077734427,0.0004971580724456622,0.0101236785,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
438,Stable Voting,"(256, 128)",3,10,uniform,0.0072282017,0.0004988931697606243,0.0101944655,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
439,Stable Voting,"(256, 256)",3,10,uniform,0.008077184,0.0004893539500972184,0.009808341,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
440,Stable Voting,"(8, 8, 8)",3,10,uniform,0.007466969,0.0004893369435433595,0.009807659,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
441,Stable Voting,"(32, 16, 8)",3,10,uniform,0.0072488086,0.00048249816781693167,0.010489006,45056,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
442,Stable Voting,"(32, 32, 32)",3,10,uniform,0.008367622,0.0004811980304947495,0.00948412,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
443,Stable Voting,"(64, 64, 64)",3,10,uniform,0.0042233635,0.0004884028784026063,0.01172435,49152,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
444,Stable Voting,"(128, 64, 32)",3,10,uniform,0.005272119,0.0004895416779581711,0.010797478,45056,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
445,Stable Voting,"(128, 128, 128)",3,10,uniform,0.0080281515,0.0004909324657933355,0.00987172,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
446,Stable Voting,"(256, 256, 256)",3,10,uniform,0.005977683,0.00048650874234729895,0.010664102,45056,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
447,Stable Voting,"(512, 256, 128)",3,10,uniform,0.007998633,0.000498115425478636,0.010162706,40960,0.006,optimize,512,2000,1,"('plurality_ranking',)",1
448,Instant Runoff PUT,"(4,)",3,10,uniform,-0.00012077787,0.0004255474537235516,0.0022250607,12288,0.006,optimize,512,2000,1,"('majority',)",1
449,Instant Runoff PUT,"(8,)",3,10,uniform,0.0009673019,0.0004578211527937607,0.0025753577,12288,0.006,optimize,512,2000,1,"('majority',)",1
450,Instant Runoff PUT,"(16,)",3,10,uniform,0.0034838747,0.00047683489096712005,0.0027937137,12288,0.006,optimize,512,2000,1,"('majority',)",1
451,Instant Runoff PUT,"(32,)",3,10,uniform,0.0023911246,0.0004562472027631021,0.00341031,16384,0.006,optimize,512,2000,1,"('majority',)",1
452,Instant Runoff PUT,"(64,)",3,10,uniform,0.0019687763,0.0004954512396035156,0.0030161135,12288,0.006,optimize,512,2000,1,"('majority',)",1
453,Instant Runoff PUT,"(128,)",3,10,uniform,0.0051699057,0.00046441592825416676,0.0035335207,16384,0.006,optimize,512,2000,1,"('majority',)",1
454,Instant Runoff PUT,"(256,)",3,10,uniform,0.0054823495,0.0004588025953698097,0.0034486186,16384,0.006,optimize,512,2000,1,"('majority',)",1
455,Instant Runoff PUT,"(512,)",3,10,uniform,0.005140729,0.0004558475863615931,0.0034043386,16384,0.006,optimize,512,2000,1,"('majority',)",1
456,Instant Runoff PUT,"(1024,)",3,10,uniform,0.004939734,0.0004543898440142687,0.0033826001,16384,0.006,optimize,512,2000,1,"('majority',)",1
457,Instant Runoff PUT,"(4, 4)",3,10,uniform,0.00015045372,0.0004431622134277319,0.001608653,8192,0.006,optimize,512,2000,1,"('majority',)",1
458,Instant Runoff PUT,"(8, 8)",3,10,uniform,0.00014637034,0.00042489349798306426,0.0022182271,12288,0.006,optimize,512,2000,1,"('majority',)",1
459,Instant Runoff PUT,"(16, 8)",3,10,uniform,0.0048242896,0.00045658590215214793,0.0034153752,16384,0.006,optimize,512,2000,1,"('majority',)",1
460,Instant Runoff PUT,"(16, 16)",3,10,uniform,0.004893258,0.0004496247651767469,0.003312027,16384,0.006,optimize,512,2000,1,"('majority',)",1
461,Instant Runoff PUT,"(32, 32)",3,10,uniform,0.005539534,0.000467271064498501,0.003577101,16384,0.006,optimize,512,2000,1,"('majority',)",1
462,Instant Runoff PUT,"(64, 32)",3,10,uniform,0.0059077293,0.00047008992089930677,0.0036203896,16384,0.006,optimize,512,2000,1,"('majority',)",1
463,Instant Runoff PUT,"(64, 64)",3,10,uniform,0.005383283,0.0004633956318364555,0.003518012,16384,0.006,optimize,512,2000,1,"('majority',)",1
464,Instant Runoff PUT,"(128, 128)",3,10,uniform,0.0055393977,0.00045777222496278235,0.0034331463,16384,0.006,optimize,512,2000,1,"('majority',)",1
465,Instant Runoff PUT,"(256, 128)",3,10,uniform,0.00416396,0.00046700239858196046,0.0035729888,16384,0.006,optimize,512,2000,1,"('majority',)",1
466,Instant Runoff PUT,"(256, 256)",3,10,uniform,0.0046304082,0.0004682640399884495,0.0035923203,16384,0.006,optimize,512,2000,1,"('majority',)",1
467,Instant Runoff PUT,"(512, 512)",3,10,uniform,0.0044501205,0.00048326438936984524,0.003826159,16384,0.006,optimize,512,2000,1,"('majority',)",1
468,Instant Runoff PUT,"(1024, 1024)",3,10,uniform,0.0047017517,0.0004800715847605373,0.0037757691,16384,0.006,optimize,512,2000,1,"('majority',)",1
469,Instant Runoff PUT,"(8, 8, 8)",3,10,uniform,0.004089353,0.0004325242495685244,0.0030648862,16384,0.006,optimize,512,2000,1,"('majority',)",1
470,Instant Runoff PUT,"(32, 16, 8)",3,10,uniform,0.0052402215,0.0004673122132339853,0.003577731,16384,0.006,optimize,512,2000,1,"('majority',)",1
471,Instant Runoff PUT,"(32, 32, 32)",3,10,uniform,0.004045165,0.00046261619175435,0.0035061871,16384,0.006,optimize,512,2000,1,"('majority',)",1
472,Instant Runoff PUT,"(64, 64, 64)",3,10,uniform,0.004303554,0.00047468025050670176,0.0036914395,16384,0.006,optimize,512,2000,1,"('majority',)",1
473,Instant Runoff PUT,"(128, 64, 32)",3,10,uniform,0.0052485364,0.0004555194917433033,0.0033994399,16384,0.006,optimize,512,2000,1,"('majority',)",1
474,Instant Runoff PUT,"(128, 128, 128)",3,10,uniform,0.0037090764,0.0004320605112250909,0.0030583176,16384,0.006,optimize,512,2000,1,"('majority',)",1
475,Instant Runoff PUT,"(256, 256, 256)",3,10,uniform,0.0042993706,0.0004589894645639884,0.0034514284,16384,0.006,optimize,512,2000,1,"('majority',)",1
476,Instant Runoff PUT,"(512, 256, 128)",3,10,uniform,0.0047807912,0.00046181675707018414,0.0034940797,16384,0.006,optimize,512,2000,1,"('majority',)",1
477,Instant Runoff PUT,"(512, 512, 512)",3,10,uniform,0.0048812865,0.0004769621189770808,0.0037270156,16384,0.006,optimize,512,2000,1,"('majority',)",1
478,Instant Runoff,"(4,)",3,10,uniform,-0.0017495168,0.0004919937695645354,0.008922979,36864,0.006,optimize,512,2000,1,"('majority',)",1
479,Instant Runoff,"(8,)",3,10,uniform,-0.0028091075,0.00047713782733346404,0.010257244,45056,0.006,optimize,512,2000,1,"('majority',)",1
480,Instant Runoff,"(16,)",3,10,uniform,0.00072515383,0.0004731663649466154,0.009170163,40960,0.006,optimize,512,2000,1,"('majority',)",1
481,Instant Runoff,"(32,)",3,10,uniform,3.3969598e-05,0.000492929068369886,0.008956937,36864,0.006,optimize,512,2000,1,"('majority',)",1
482,Instant Runoff,"(64,)",3,10,uniform,0.002429284,0.0004774859021994205,0.009338357,40960,0.006,optimize,512,2000,1,"('majority',)",1
483,Instant Runoff,"(128,)",3,10,uniform,0.0028351434,0.0004986060151413289,0.009164435,36864,0.006,optimize,512,2000,1,"('majority',)",1
484,Instant Runoff,"(256,)",3,10,uniform,0.0029316507,0.0004958471299708175,0.009063299,36864,0.006,optimize,512,2000,1,"('majority',)",1
485,Instant Runoff,"(512,)",3,10,uniform,0.0014951542,0.00048086816895373074,0.009471121,40960,0.006,optimize,512,2000,1,"('majority',)",1
486,Instant Runoff,"(1024,)",3,10,uniform,0.0012743821,0.000490442125805775,0.009852011,40960,0.006,optimize,512,2000,1,"('majority',)",1
487,Instant Runoff,"(4, 4)",3,10,uniform,-0.004243493,0.0004792889881715362,0.010349941,45056,0.006,optimize,512,2000,1,"('majority',)",1
488,Instant Runoff,"(8, 8)",3,10,uniform,0.0017085437,0.0004766690338011139,0.008375767,36864,0.006,optimize,512,2000,1,"('majority',)",1
489,Instant Runoff,"(16, 8)",3,10,uniform,0.0031451164,0.00048670366582248163,0.008732124,36864,0.006,optimize,512,2000,1,"('majority',)",1
490,Instant Runoff,"(16, 16)",3,10,uniform,0.0033316412,0.0004716472201616492,0.009111375,40960,0.006,optimize,512,2000,1,"('majority',)",1
491,Instant Runoff,"(32, 32)",3,10,uniform,0.003292632,0.0004799300622573035,0.009434204,40960,0.006,optimize,512,2000,1,"('majority',)",1
492,Instant Runoff,"(64, 32)",3,10,uniform,0.0037571494,0.0004956294376777748,0.0090553425,36864,0.006,optimize,512,2000,1,"('majority',)",1
493,Instant Runoff,"(64, 64)",3,10,uniform,0.003285074,0.0004725195278779203,0.009145109,40960,0.006,optimize,512,2000,1,"('majority',)",1
494,Instant Runoff,"(128, 128)",3,10,uniform,0.0025983462,0.0004956857555571542,0.0090574,36864,0.006,optimize,512,2000,1,"('majority',)",1
495,Instant Runoff,"(256, 128)",3,10,uniform,0.0027021924,0.0004797460349785111,0.00848425,36864,0.006,optimize,512,2000,1,"('majority',)",1
496,Instant Runoff,"(256, 256)",3,10,uniform,0.0014686792,0.0004971112916674433,0.010121773,40960,0.006,optimize,512,2000,1,"('majority',)",1
497,Instant Runoff,"(512, 512)",3,10,uniform,0.0016856965,0.0004981815566604822,0.009148839,36864,0.006,optimize,512,2000,1,"('majority',)",1
498,Instant Runoff,"(1024, 1024)",3,10,uniform,0.0015991797,0.0004804351058830352,0.0103995,45056,0.006,optimize,512,2000,1,"('majority',)",1
499,Instant Runoff,"(8, 8, 8)",3,10,uniform,0.0015589077,0.0004932486642396318,0.0079720225,32768,0.006,optimize,512,2000,1,"('majority',)",1
500,Instant Runoff,"(32, 16, 8)",3,10,uniform,0.003316343,0.0004898006623558687,0.008843606,36864,0.006,optimize,512,2000,1,"('majority',)",1
501,Instant Runoff,"(32, 32, 32)",3,10,uniform,0.0027776284,0.0004928358193217895,0.009948415,40960,0.006,optimize,512,2000,1,"('majority',)",1
502,Instant Runoff,"(64, 64, 64)",3,10,uniform,0.0032401339,0.0004813334944669664,0.00948946,40960,0.006,optimize,512,2000,1,"('majority',)",1
503,Instant Runoff,"(128, 64, 32)",3,10,uniform,0.0027592338,0.00048799323033692156,0.00975387,40960,0.006,optimize,512,2000,1,"('majority',)",1
504,Instant Runoff,"(128, 128, 128)",3,10,uniform,0.0016563621,0.0004990490907578275,0.010200839,40960,0.006,optimize,512,2000,1,"('majority',)",1
505,Instant Runoff,"(256, 256, 256)",3,10,uniform,0.0020029447,0.0004996789137825812,0.010226603,40960,0.006,optimize,512,2000,1,"('majority',)",1
506,Instant Runoff,"(512, 256, 128)",3,10,uniform,0.0016119586,0.0004935506260790782,0.009977294,40960,0.006,optimize,512,2000,1,"('majority',)",1
507,Instant Runoff,"(512, 512, 512)",3,10,uniform,0.0010378496,0.0004796775632517564,0.01036673,45056,0.006,optimize,512,2000,1,"('majority',)",1
508,Borda,"(4,)",3,10,uniform,0.022502132,0.00048701110181433786,0.012629113,53248,0.006,optimize,512,2000,1,"('majority',)",1
509,Borda,"(8,)",3,10,uniform,0.027248286,0.0004811513397238312,0.010430531,45056,0.006,optimize,512,2000,1,"('majority',)",1
510,Borda,"(16,)",3,10,uniform,0.027787875,0.00047744295631650874,0.010270367,45056,0.006,optimize,512,2000,1,"('majority',)",1
511,Borda,"(32,)",3,10,uniform,0.030019188,0.0004963965919042498,0.01009269,40960,0.006,optimize,512,2000,1,"('majority',)",1
512,Borda,"(64,)",3,10,uniform,0.029949987,0.0004997079815741816,0.010227793,40960,0.006,optimize,512,2000,1,"('majority',)",1
513,Borda,"(128,)",3,10,uniform,0.028663008,0.00047962249494484056,0.01036435,45056,0.006,optimize,512,2000,1,"('majority',)",1
514,Borda,"(256,)",3,10,uniform,0.030354267,0.0004990033803674785,0.01019897,40960,0.006,optimize,512,2000,1,"('majority',)",1
515,Borda,"(512,)",3,10,uniform,0.029321566,0.0004994920168207307,0.010218954,40960,0.006,optimize,512,2000,1,"('majority',)",1
516,Borda,"(1024,)",3,10,uniform,0.029732049,0.00047947385417339896,0.0103579275,45056,0.006,optimize,512,2000,1,"('majority',)",1
517,Borda,"(4, 4)",3,10,uniform,0.021871049,0.0004915922081551997,0.012867824,53248,0.006,optimize,512,2000,1,"('majority',)",1
518,Borda,"(8, 8)",3,10,uniform,0.02932207,0.00047876021337040793,0.010327117,45056,0.006,optimize,512,2000,1,"('majority',)",1
519,Borda,"(16, 8)",3,10,uniform,0.027892536,0.0004842915474754625,0.010567123,45056,0.006,optimize,512,2000,1,"('majority',)",1
520,Borda,"(16, 16)",3,10,uniform,0.029251875,0.00047776049279576175,0.010284033,45056,0.006,optimize,512,2000,1,"('majority',)",1
521,Borda,"(32, 32)",3,10,uniform,0.030259822,0.0004984035447274563,0.010174465,40960,0.006,optimize,512,2000,1,"('majority',)",1
522,Borda,"(64, 32)",3,10,uniform,0.029901037,0.0004988911643801764,0.010194384,40960,0.006,optimize,512,2000,1,"('majority',)",1
523,Borda,"(64, 64)",3,10,uniform,0.028887726,0.0004835699077231105,0.010535655,45056,0.006,optimize,512,2000,1,"('majority',)",1
524,Borda,"(128, 128)",3,10,uniform,0.029492933,0.00047716873495108614,0.010258573,45056,0.006,optimize,512,2000,1,"('majority',)",1
525,Borda,"(256, 128)",3,10,uniform,0.028946204,0.00047651319670850736,0.010230406,45056,0.006,optimize,512,2000,1,"('majority',)",1
526,Borda,"(256, 256)",3,10,uniform,0.030147545,0.00047554871191044147,0.010189034,45056,0.006,optimize,512,2000,1,"('majority',)",1
527,Borda,"(512, 512)",3,10,uniform,0.02907865,0.00048531430521908117,0.010611803,45056,0.006,optimize,512,2000,1,"('majority',)",1
528,Borda,"(1024, 1024)",3,10,uniform,0.029011406,0.0004808117646822137,0.010415813,45056,0.006,optimize,512,2000,1,"('majority',)",1
529,Borda,"(8, 8, 8)",3,10,uniform,0.029266417,0.00047979164454281265,0.010371662,45056,0.006,optimize,512,2000,1,"('majority',)",1
530,Borda,"(32, 16, 8)",3,10,uniform,0.027754918,0.00048172459002135203,0.011405911,49152,0.006,optimize,512,2000,1,"('majority',)",1
531,Borda,"(32, 32, 32)",3,10,uniform,0.029772997,0.00047489000353480656,0.010160827,45056,0.006,optimize,512,2000,1,"('majority',)",1
532,Borda,"(64, 64, 64)",3,10,uniform,0.029815912,0.0004746114088822988,0.010148909,45056,0.006,optimize,512,2000,1,"('majority',)",1
533,Borda,"(128, 64, 32)",3,10,uniform,0.029401999,0.00047898195935877847,0.010336686,45056,0.006,optimize,512,2000,1,"('majority',)",1
534,Borda,"(128, 128, 128)",3,10,uniform,0.029627062,0.0004811463405875371,0.010430314,45056,0.006,optimize,512,2000,1,"('majority',)",1
535,Borda,"(256, 256, 256)",3,10,uniform,0.02974766,0.0004834349817819165,0.010529776,45056,0.006,optimize,512,2000,1,"('majority',)",1
536,Borda,"(512, 256, 128)",3,10,uniform,0.029467277,0.0004783476058740113,0.010309325,45056,0.006,optimize,512,2000,1,"('majority',)",1
537,Borda,"(512, 512, 512)",3,10,uniform,0.029268611,0.00048697364815288203,0.010684493,45056,0.006,optimize,512,2000,1,"('majority',)",1
538,Stable Voting,"(4,)",3,10,uniform,0.014362236,0.0004949763343040889,0.010035019,40960,0.006,optimize,512,2000,1,"('majority',)",1
539,Stable Voting,"(8,)",3,10,uniform,0.02330224,0.0004915919803805645,0.007918561,32768,0.006,optimize,512,2000,1,"('majority',)",1
540,Stable Voting,"(16,)",3,10,uniform,0.021264834,0.0004985422243640029,0.008144053,32768,0.006,optimize,512,2000,1,"('majority',)",1
541,Stable Voting,"(32,)",3,10,uniform,0.022596631,0.00048815330344591164,0.007808168,32768,0.006,optimize,512,2000,1,"('majority',)",1
542,Stable Voting,"(64,)",3,10,uniform,0.023424972,0.0004806821770093943,0.007570991,32768,0.006,optimize,512,2000,1,"('majority',)",1
543,Stable Voting,"(128,)",3,10,uniform,0.024186239,0.00048068488218402456,0.007571076,32768,0.006,optimize,512,2000,1,"('majority',)",1
544,Stable Voting,"(256,)",3,10,uniform,0.024156258,0.00048202779951028697,0.0076134386,32768,0.006,optimize,512,2000,1,"('majority',)",1
545,Stable Voting,"(512,)",3,10,uniform,0.024093548,0.0004881369565893087,0.007807645,32768,0.006,optimize,512,2000,1,"('majority',)",1
546,Stable Voting,"(1024,)",3,10,uniform,0.024632901,0.0004849858074423067,0.0077071665,32768,0.006,optimize,512,2000,1,"('majority',)",1
547,Stable Voting,"(4, 4)",3,10,uniform,0.008407508,0.0004919992903333683,0.011897653,49152,0.006,optimize,512,2000,1,"('majority',)",1
548,Stable Voting,"(8, 8)",3,10,uniform,0.022228839,0.00047199394257736477,0.008212276,36864,0.006,optimize,512,2000,1,"('majority',)",1
549,Stable Voting,"(16, 8)",3,10,uniform,0.02136356,0.00047815992259655593,0.008428242,36864,0.006,optimize,512,2000,1,"('majority',)",1
550,Stable Voting,"(16, 16)",3,10,uniform,0.02410694,0.0004905899083597321,0.007886311,32768,0.006,optimize,512,2000,1,"('majority',)",1
551,Stable Voting,"(32, 32)",3,10,uniform,0.023021054,0.0004940774254488987,0.007998834,32768,0.006,optimize,512,2000,1,"('majority',)",1
552,Stable Voting,"(64, 32)",3,10,uniform,0.024190957,0.0004829178297528152,0.00764158,32768,0.006,optimize,512,2000,1,"('majority',)",1
553,Stable Voting,"(64, 64)",3,10,uniform,0.023874028,0.0004896647328563516,0.007856594,32768,0.006,optimize,512,2000,1,"('majority',)",1
554,Stable Voting,"(128, 128)",3,10,uniform,0.023869343,0.0004883889837833619,0.007815709,32768,0.006,optimize,512,2000,1,"('majority',)",1
555,Stable Voting,"(256, 128)",3,10,uniform,0.023564132,0.0004950726681093407,0.008031092,32768,0.006,optimize,512,2000,1,"('majority',)",1
556,Stable Voting,"(256, 256)",3,10,uniform,0.02332313,0.0004957147946838073,0.008051938,32768,0.006,optimize,512,2000,1,"('majority',)",1
557,Stable Voting,"(512, 512)",3,10,uniform,0.023322554,0.0004982029197347634,0.008132971,32768,0.006,optimize,512,2000,1,"('majority',)",1
558,Stable Voting,"(1024, 1024)",3,10,uniform,0.023318488,0.0004933169430307873,0.00797423,32768,0.006,optimize,512,2000,1,"('majority',)",1
559,Stable Voting,"(8, 8, 8)",3,10,uniform,0.010705229,0.0004877144066252693,0.01169132,49152,0.006,optimize,512,2000,1,"('majority',)",1
560,Stable Voting,"(32, 16, 8)",3,10,uniform,0.023228291,0.000474679874860786,0.008306008,36864,0.006,optimize,512,2000,1,"('majority',)",1
561,Stable Voting,"(32, 32, 32)",3,10,uniform,0.023500126,0.000495191178766934,0.008034937,32768,0.006,optimize,512,2000,1,"('majority',)",1
562,Stable Voting,"(64, 64, 64)",3,10,uniform,0.024446696,0.00048781418692919536,0.007797323,32768,0.006,optimize,512,2000,1,"('majority',)",1
563,Stable Voting,"(128, 64, 32)",3,10,uniform,0.024191733,0.00048758442238362905,0.0077899797,32768,0.006,optimize,512,2000,1,"('majority',)",1
564,Stable Voting,"(128, 128, 128)",3,10,uniform,0.024063967,0.0004890772845847764,0.007837755,32768,0.006,optimize,512,2000,1,"('majority',)",1
565,Stable Voting,"(256, 256, 256)",3,10,uniform,0.023326762,0.0004956229043433178,0.0080489535,32768,0.006,optimize,512,2000,1,"('majority',)",1
566,Stable Voting,"(512, 256, 128)",3,10,uniform,0.023418326,0.0004968549109794954,0.008089019,32768,0.006,optimize,512,2000,1,"('majority',)",1
567,Stable Voting,"(512, 512, 512)",3,10,uniform,0.024022965,0.0004942869790470807,0.008005621,32768,0.006,optimize,512,2000,1,"('majority',)",1
568,Split Cycle,"(4,)",3,10,uniform,0.0023264335,0.00042622621349187656,0.0029762797,16384,0.006,optimize,512,2000,1,"('majority',)",1
569,Split Cycle,"(8,)",3,10,uniform,0.0066279597,0.0004915005715530531,0.0029682051,12288,0.006,optimize,512,2000,1,"('majority',)",1
570,Split Cycle,"(16,)",3,10,uniform,0.0069066887,0.0004977845531938643,0.0030445892,12288,0.006,optimize,512,2000,1,"('majority',)",1
571,Split Cycle,"(32,)",3,10,uniform,0.007135111,0.0004455228430287672,0.0032518716,16384,0.006,optimize,512,2000,1,"('majority',)",1
572,Split Cycle,"(64,)",3,10,uniform,0.006749493,0.0004533126400720075,0.0033665812,16384,0.006,optimize,512,2000,1,"('majority',)",1
573,Split Cycle,"(128,)",3,10,uniform,0.0072300546,0.0004356432842964006,0.0031092488,16384,0.006,optimize,512,2000,1,"('majority',)",1
574,Split Cycle,"(256,)",3,10,uniform,0.0062976494,0.0004322025523014005,0.0030603288,16384,0.006,optimize,512,2000,1,"('majority',)",1
575,Split Cycle,"(512,)",3,10,uniform,0.008268869,0.0004358701791293707,0.0031124884,16384,0.006,optimize,512,2000,1,"('majority',)",1
576,Split Cycle,"(1024,)",3,10,uniform,0.006175385,0.00046447212410602467,0.003534376,16384,0.006,optimize,512,2000,1,"('majority',)",1
577,Split Cycle,"(4, 4)",3,10,uniform,0.0045686886,0.0004718549694926519,0.002735665,12288,0.006,optimize,512,2000,1,"('majority',)",1
578,Split Cycle,"(8, 8)",3,10,uniform,0.0056595425,0.0004929521735051749,0.0029857636,12288,0.006,optimize,512,2000,1,"('majority',)",1
579,Split Cycle,"(16, 8)",3,10,uniform,0.006028005,0.00043719284822139225,0.003131407,16384,0.006,optimize,512,2000,1,"('majority',)",1
580,Split Cycle,"(16, 16)",3,10,uniform,0.0063950703,0.00047474343212606786,0.0027692604,12288,0.006,optimize,512,2000,1,"('majority',)",1
581,Split Cycle,"(32, 32)",3,10,uniform,0.008193085,0.0004424261421291711,0.003206823,16384,0.006,optimize,512,2000,1,"('majority',)",1
582,Split Cycle,"(64, 32)",3,10,uniform,0.0076293275,0.0004300232064715922,0.0030295437,16384,0.006,optimize,512,2000,1,"('majority',)",1
583,Split Cycle,"(64, 64)",3,10,uniform,0.0079056155,0.00044443791384054,0.003236053,16384,0.006,optimize,512,2000,1,"('majority',)",1
584,Split Cycle,"(128, 128)",3,10,uniform,0.0080622565,0.0004431701103157149,0.003217617,16384,0.006,optimize,512,2000,1,"('majority',)",1
585,Split Cycle,"(256, 128)",3,10,uniform,0.008403791,0.0004427346330120393,0.0032112966,16384,0.006,optimize,512,2000,1,"('majority',)",1
586,Split Cycle,"(256, 256)",3,10,uniform,0.0058431732,0.0004683232183680527,0.0035932283,16384,0.006,optimize,512,2000,1,"('majority',)",1
587,Split Cycle,"(512, 512)",3,10,uniform,0.00888758,0.00045103416775327113,0.0033328235,16384,0.006,optimize,512,2000,1,"('majority',)",1
588,Split Cycle,"(1024, 1024)",3,10,uniform,0.008761292,0.00046000064179916466,0.0034666525,16384,0.006,optimize,512,2000,1,"('majority',)",1
589,Split Cycle,"(8, 8, 8)",3,10,uniform,0.005353865,0.00043515432659867144,0.0031022732,16384,0.006,optimize,512,2000,1,"('majority',)",1
590,Split Cycle,"(32, 16, 8)",3,10,uniform,0.0075838217,0.00045250328590106534,0.0033545704,16384,0.006,optimize,512,2000,1,"('majority',)",1
591,Split Cycle,"(32, 32, 32)",3,10,uniform,0.005905483,0.00045086904511696844,0.0033303837,16384,0.006,optimize,512,2000,1,"('majority',)",1
592,Split Cycle,"(64, 64, 64)",3,10,uniform,0.0074677076,0.0004454621351428303,0.0032509854,16384,0.006,optimize,512,2000,1,"('majority',)",1
593,Split Cycle,"(128, 64, 32)",3,10,uniform,0.0074611288,0.00044991388506604424,0.0033162879,16384,0.006,optimize,512,2000,1,"('majority',)",1
594,Split Cycle,"(128, 128, 128)",3,10,uniform,0.0079430435,0.0004417706035401566,0.003197327,16384,0.006,optimize,512,2000,1,"('majority',)",1
